id,mes,ano,bairro,morador,casa,lat_campo,lon_campo,point_id,point_year_id,distancia_casa_mata,lta,area,tipo,local,especie,total,femeas,machos,dout_mest
1,01/06/2002,2002,Mutirão,Antônio,antigo,-22.61228,-43.681428,49,49_2002,500-1000,recente,rural,manual,parede_externa,L. intermedia,3,0,3,doutorado
2,01/06/2002,2002,Mutirão,Antônio,antigo,-22.61228,-43.681428,49,49_2002,500-1000,recente,rural,manual,arvore,L. intermedia,10,0,10,doutorado
3,01/06/2002,2002,Mutirão,Vacil,antigo,-22.61584,-43.686348,45,45_2002,200-500,recente,rural,manual,parede_externa,L. intermedia,5,1,4,doutorado
4,01/06/2002,2002,Mutirão,Vacil,antigo,-22.61584,-43.686348,45,45_2002,200-500,recente,rural,manual,arvore,L. intermedia,36,4,32,doutorado
5,01/06/2002,2002,Mutirão,Valdelino,antigo,-22.614141,-43.684693,47,47_2002,500-1000,recente,rural,manual,parede_externa,L. intermedia,5,0,5,doutorado
6,01/06/2002,2002,Mutirão,Valdelino,antigo,-22.614141,-43.684693,47,47_2002,500-1000,recente,rural,manual,arvore,L. intermedia,20,0,20,doutorado
7,01/06/2002,2002,Mutirão,Josilda,antigo,-22.602335,-43.665134,51,51_2002,200-500,recente,rural,manual,parede_externa,L. intermedia,5,0,5,doutorado
8,01/06/2002,2002,Mutirão,Josilda,antigo,-22.602335,-43.665134,51,51_2002,200-500,recente,rural,manual,arvore,L. intermedia,30,2,28,doutorado
9,01/06/2002,2002,Mutirão,Josilda,antigo,-22.602335,-43.665134,51,51_2002,200-500,recente,rural,manual,chiqueiro,L. intermedia,7,0,7,doutorado
10,01/12/2002,2002,Mutirão,Ivan,antigo,-22.607612,-43.671181,50,50_2002,200-500,recente,rural,manual,parede_externa,L. intermedia,8,2,6,doutorado
11,01/12/2002,2002,Mutirão,Ivan,antigo,-22.607612,-43.671181,50,50_2002,200-500,recente,rural,manual,galinheiro,L. intermedia,27,12,15,doutorado
12,01/12/2002,2002,Mutirão,Ivan,antigo,-22.607612,-43.671181,50,50_2002,200-500,recente,rural,manual,galinheiro,L. migonei,2,0,2,doutorado
13,01/12/2002,2002,Mutirão,Ivan,antigo,-22.607612,-43.671181,50,50_2002,200-500,recente,rural,luminosa,galinheiro,L. intermedia,87,35,52,doutorado
14,01/12/2002,2002,Mutirão,Ivan,antigo,-22.607612,-43.671181,50,50_2002,200-500,recente,rural,luminosa,galinheiro,L. migonei,1,0,1,doutorado
15,01/12/2002,2002,Mutirão,Neuza,antigo,-22.61555,-43.685668,46,46_2002,500-1000,recente,rural,manual,parede_externa,L. intermedia,5,5,0,doutorado
16,01/12/2002,2002,Mutirão,Neuza,antigo,-22.61555,-43.685668,46,46_2002,500-1000,recente,rural,manual,arvore,L. intermedia,19,15,4,doutorado
17,01/12/2002,2002,Mutirão,Neuza,antigo,-22.61555,-43.685668,46,46_2002,500-1000,recente,rural,luminosa,galinheiro,L. intermedia,67,30,37,doutorado
18,01/12/2002,2002,Mutirão,Neuza,antigo,-22.61555,-43.685668,46,46_2002,500-1000,recente,rural,luminosa,galinheiro,L. migonei,1,0,1,doutorado
19,01/12/2002,2002,Mutirão,Neuza,antigo,-22.61555,-43.685668,46,46_2002,500-1000,recente,rural,luminosa,galinheiro,L. sordelli,1,1,0,doutorado
20,01/06/2002,2002,Sabugo,Ana Paula,antigo,-22.616243,-43.725943,19,19_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
21,01/06/2002,2002,Sabugo,Ana Paula,antigo,-22.616243,-43.725943,19,19_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
22,01/09/2002,2002,Sabugo,Ana Paula,antigo,-22.616243,-43.725943,19,19_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
23,01/09/2002,2002,Sabugo,Ana Paula,antigo,-22.616243,-43.725943,19,19_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
24,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,manual,parede_externa,L. intermedia,11,2,9,doutorado
25,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,manual,arvore,L. intermedia,14,4,10,doutorado
26,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,manual,arvore,L. migonei,1,0,1,doutorado
27,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,manual,chiqueiro,L. intermedia,8,3,5,doutorado
28,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,luminosa,chiqueiro,L. intermedia,18,8,10,doutorado
29,01/06/2002,2002,Sabugo,Valdemir,antigo,-22.611925,-43.73299,15,15_2002,0-200,antigo,rural,luminosa,chiqueiro,L. migonei,3,1,2,doutorado
30,01/06/2002,2002,Sabugo,Emilson,antigo,-22.614982,-43.718786,24,24_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
31,01/06/2002,2002,Sabugo,Emilson,antigo,-22.614982,-43.718786,24,24_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
32,01/09/2002,2002,Sabugo,Emilson,antigo,-22.614982,-43.718786,24,24_2002,500-1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
33,01/09/2002,2002,Sabugo,Emilson,antigo,-22.614982,-43.718786,24,24_2002,500-1000,antigo,rural,luminosa,parede_externa,negativa,0,0,0,doutorado
34,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,manual,parede_externa,L. intermedia,8,2,6,doutorado
35,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,manual,bananal,L. intermedia,34,8,26,doutorado
36,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,manual,bananal,L. migonei,3,0,3,doutorado
37,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,luminosa,bananal,L. intermedia,357,154,203,doutorado
38,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,luminosa,bananal,L. migonei,15,6,9,doutorado
39,01/06/2002,2002,Sabugo,Izidoro,antigo,-22.610285,-43.735765,14,14_2002,0-200,antigo,rural,luminosa,bananal,L. fischeri,3,3,0,doutorado
40,01/06/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
41,01/06/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
42,01/06/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
43,01/06/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
44,01/12/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,manual,bananal,L. intermedia,22,10,12,doutorado
45,01/12/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,luminosa,bananal,L. intermedia,71,36,35,doutorado
46,01/12/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,luminosa,bananal,L. migonei,1,1,0,doutorado
47,01/12/2002,2002,Cascata,Maeli,antigo,-22.597757,-43.71385,34,34_2002,500-1000,antigo,semiurbano,luminosa,bananal,B. brumpti,1,1,0,doutorado
48,01/06/2002,2002,Cascata,Maximiliano,antigo,-22.598947,-43.708715,38,38_2002,0-200,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
49,01/06/2002,2002,Cascata,Maximiliano,antigo,-22.598947,-43.708715,38,38_2002,0-200,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
50,01/06/2002,2002,Cascata,Maximiliano,antigo,-22.598947,-43.708715,38,38_2002,0-200,antigo,rural,luminosa,arvore,L. intermedia,13,1,12,doutorado
51,01/06/2002,2002,Cabral,Leopoldina,antigo,-22.698184,-43.768595,4,4_2002,>1000,antigo,rural,manual,parede_externa,L. intermedia,8,5,3,doutorado
52,01/06/2002,2002,Cabral,Leopoldina,antigo,-22.698184,-43.768595,4,4_2002,>1000,antigo,rural,luminosa,galinheiro,L. intermedia,3,2,1,doutorado
53,01/06/2002,2002,Cabral,Arlete,antigo,-22.697469,-43.752553,8,8_2002,>1000,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
54,01/06/2002,2002,Cabral,Arlete,antigo,-22.697469,-43.752553,8,8_2002,>1000,antigo,rural,manual,bananal,negativa,0,0,0,doutorado
55,01/12/2002,2002,Cabral,Arlete,antigo,-22.697469,-43.752553,8,8_2002,>1000,antigo,rural,luminosa,bananal,L. intermedia,11,4,7,doutorado
56,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
57,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,arvore,negativa,0,0,0,doutorado
58,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
59,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
60,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,arvore,negativa,0,0,0,doutorado
61,01/06/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
62,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
63,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,arvore,negativa,0,0,0,doutorado
64,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
65,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
66,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,arvore,negativa,0,0,0,doutorado
67,01/12/2002,2002,Centro,Clenice,antigo,-22.60797,-43.71059,37,37_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
68,01/06/2002,2002,Vila Nova,M. Teix (Maria Teixeira),antigo,-22.61128,-43.717347,28,28_2002,0-200,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
69,01/06/2002,2002,Vila Nova,M. Teix (Maria Teixeira),antigo,-22.61128,-43.717347,28,28_2002,0-200,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
70,01/06/2002,2002,Vila Nova,M. Teix (Maria Teixeira),antigo,-22.61128,-43.717347,28,28_2002,0-200,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
71,01/06/2002,2002,Vila Nova,M. Teix (Maria Teixeira),antigo,-22.61128,-43.717347,28,28_2002,0-200,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
72,01/09/2001,2001,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2001,>1000,antigo,rural,manual,parede_externa,L. intermedia,4,3,1,doutorado
73,01/09/2001,2001,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2001,>1000,antigo,rural,manual,parede_externa,L. migonei,1,0,1,doutorado
74,01/09/2001,2001,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2001,>1000,antigo,rural,manual,galinheiro,L. intermedia,24,17,7,doutorado
75,01/08/2002,2002,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2002,>1000,antigo,rural,manual,galinheiro,L. migonei,2,0,2,doutorado
76,01/08/2002,2002,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2002,>1000,antigo,rural,manual,galinheiro,L. whitmani,2,2,0,doutorado
77,01/08/2002,2002,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2002,>1000,antigo,rural,luminosa,galinheiro,L. intermedia,8,6,2,doutorado
78,01/08/2002,2002,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2002,>1000,antigo,rural,luminosa,galinheiro,L. migonei,3,1,2,doutorado
79,01/08/2002,2002,Km 9,M José (Maria José),antigo,-22.65842,-43.76306,5,5_2002,>1000,antigo,rural,luminosa,galinheiro,L. whitmani,1,1,0,doutorado
80,01/06/2002,2002,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2002,200-500,recente,rural,manual,parede_externa,negativa,0,0,0,doutorado
81,01/06/2002,2002,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2002,200-500,recente,rural,manual,arvore,negativa,0,0,0,doutorado
82,01/09/2001,2001,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2001,200-500,recente,rural,manual,bananal,L. intermedia,9,6,3,doutorado
83,01/09/2001,2001,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2001,200-500,recente,rural,luminosa,bananal,L. intermedia,73,20,53,doutorado
84,01/09/2001,2001,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2001,200-500,recente,rural,luminosa,bananal,L. migonei,3,3,0,doutorado
85,01/09/2001,2001,Saudoso,Sirlei,antigo,-22.629394,-43.772783,3,3_2001,200-500,recente,rural,luminosa,bananal,L. whitmani,2,2,0,doutorado
86,01/12/2002,2002,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2002,0-200,recente,rural,manual,parede_externa,negativa,0,0,0,doutorado
87,01/12/2002,2002,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2002,0-200,recente,rural,manual,arvore,negativa,0,0,0,doutorado
88,01/12/2002,2002,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2002,0-200,recente,rural,manual,galinheiro,negativa,0,0,0,doutorado
89,01/01/2003,2003,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2003,0-200,recente,rural,luminosa,galinheiro,L. intermedia,11,8,3,doutorado
90,01/01/2003,2003,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2003,0-200,recente,rural,luminosa,galinheiro,L. migonei,6,0,6,doutorado
91,01/01/2003,2003,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2003,0-200,recente,rural,luminosa,bananal,L. intermedia,12,6,6,doutorado
92,01/01/2003,2003,BNH,Lino,antigo,-22.609038,-43.690767,44,44_2003,0-200,recente,rural,luminosa,bananal,L. migonei,3,0,3,doutorado
93,01/06/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,manual,parede_externa,negativa,0,0,0,doutorado
94,01/06/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,manual,arvore,negativa,0,0,0,doutorado
95,01/06/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,luminosa,parede_externa,negativa,0,0,0,doutorado
96,01/06/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,luminosa,arvore,negativa,0,0,0,doutorado
97,01/09/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,manual,parede_externa,negativa,0,0,0,doutorado
98,01/09/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,manual,arvore,negativa,0,0,0,doutorado
99,01/09/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,luminosa,parede_externa,negativa,0,0,0,doutorado
100,01/09/2002,2002,Lages,Valdir,antigo,-22.630511,-43.698581,43,43_2002,>1000,antigo,urbano,luminosa,arvore,negativa,0,0,0,doutorado
101,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
102,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,arvore,negativa,0,0,0,doutorado
103,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
104,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
105,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,arvore,negativa,0,0,0,doutorado
106,01/06/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
107,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,parede_externa,negativa,0,0,0,doutorado
108,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,arvore,negativa,0,0,0,doutorado
109,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,manual,bananal,negativa,0,0,0,doutorado
110,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,parede_externa,negativa,0,0,0,doutorado
111,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,arvore,negativa,0,0,0,doutorado
112,01/09/2002,2002,Amapá,Terezinha,antigo,-22.617367,-43.717307,29,29_2002,500-1000,antigo,semiurbano,luminosa,bananal,negativa,0,0,0,doutorado
113,01/06/2002,2002,Sabugo,Aliezer,ex-domicilio,-22.608915,-43.738501,11,11_2002,0-200,antigo,rural,luminosa,galinheiro,L. intermedia,457,193,264,doutorado
114,01/06/2002,2002,Sabugo,Aliezer,ex-domicilio,-22.608915,-43.738501,11,11_2002,0-200,antigo,rural,luminosa,galinheiro,L. migonei,80,14,66,doutorado
115,01/06/2002,2002,Sabugo,Aliezer,ex-domicilio,-22.608915,-43.738501,11,11_2002,0-200,antigo,rural,luminosa,galinheiro,L. fischeri,49,49,0,doutorado
116,01/06/2002,2002,Sabugo,Aliezer,ex-domicilio,-22.608915,-43.738501,11,11_2002,0-200,antigo,rural,luminosa,galinheiro,L. pelloni,6,0,6,doutorado
117,01/06/2002,2002,Sabugo,Samuel,ex-domicilio,-22.609049,-43.730223,17,17_2002,0-200,antigo,rural,manual,parede_externa,negativa,0,0,0,doutorado
118,01/06/2002,2002,Sabugo,Samuel,ex-domicilio,-22.609049,-43.730223,17,17_2002,0-200,antigo,rural,manual,arvore,negativa,0,0,0,doutorado
119,01/06/2002,2002,Sabugo,Samuel,ex-domicilio,-22.609049,-43.730223,17,17_2002,0-200,antigo,rural,luminosa,arvore,L. intermedia,35,0,35,doutorado
120,01/06/2002,2002,São José,J. Amâncio (José Amâncio),ex-domicilio,-22.588818,-43.741062,10,10_2002,200-500,antigo,rural,manual,arvore,L. intermedia,5,3,2,doutorado
121,01/06/2002,2002,São José,J. Amâncio (José Amâncio),ex-domicilio,-22.588818,-43.741062,10,10_2002,200-500,antigo,rural,luminosa,arvore,L. intermedia,11,6,5,doutorado
122,01/06/2002,2002,São José,Sebastião,ex-domicilio,-22.592219,-43.742962,9,9_2002,0-200,antigo,rural,manual,,negativa,0,0,0,doutorado
123,01/06/2002,2002,São José,Sebastião,ex-domicilio,-22.592219,-43.742962,9,9_2002,0-200,antigo,rural,luminosa,bananal,L. intermedia,3,1,2,doutorado
124,01/06/2002,2002,São José,Sebastião,ex-domicilio,-22.592219,-43.742962,9,9_2002,0-200,antigo,rural,luminosa,bananal,L. whitmani,1,0,1,doutorado
125,01/06/2002,2002,Saudoso,Nilton,ex-domicilio,-22.627845,-43.780242,2,2_2002,0-200,recente,rural,manual,parede_externa,L. intermedia,6,1,5,doutorado
126,01/06/2002,2002,Saudoso,Nilton,ex-domicilio,-22.627845,-43.780242,2,2_2002,0-200,recente,rural,manual,galinheiro,L. intermedia,6,2,4,doutorado
127,01/06/2002,2002,Saudoso,Nilton,ex-domicilio,-22.627845,-43.780242,2,2_2002,0-200,recente,rural,manual,bananal,L. intermedia,24,2,22,doutorado
